file_id,folder_cat,filename,size_kb,folder_norm,csv_category,status
11232471,APPAREL,11232471.pdf,23.37,APPAREL,APPAREL,ok
11409460,APPAREL,11409460.pdf,18.17,APPAREL,APPAREL,ok
11677077,APPAREL,11677077.pdf,26.0,APPAREL,APPAREL,ok
12059610,APPAREL,12059610.pdf,24.54,APPAREL,APPAREL,ok
12122372,APPAREL,12122372.pdf,18.69,APPAREL,APPAREL,ok
12668625,APPAREL,12668625.pdf,22.57,APPAREL,APPAREL,ok
12669075,APPAREL,12669075.pdf,20.85,APPAREL,APPAREL,ok
12860543,APPAREL,12860543.pdf,22.1,APPAREL,APPAREL,ok
13386301,APPAREL,13386301.pdf,36.03,APPAREL,APPAREL,ok
13418452,APPAREL,13418452.pdf,24.53,APPAREL,APPAREL,ok
13764840,APPAREL,13764840.pdf,16.96,APPAREL,APPAREL,ok
13807808,APPAREL,13807808.pdf,18.62,APPAREL,APPAREL,ok
13858219,APPAREL,13858219.pdf,16.46,APPAREL,APPAREL,ok
14304010,APPAREL,14304010.pdf,30.59,APPAREL,APPAREL,ok
14413257,APPAREL,14413257.pdf,25.1,APPAREL,APPAREL,ok
14698557,APPAREL,14698557.pdf,18.19,APPAREL,APPAREL,ok
14937492,APPAREL,14937492.pdf,25.35,APPAREL,APPAREL,ok
15154822,APPAREL,15154822.pdf,22.69,APPAREL,APPAREL,ok
15479281,APPAREL,15479281.pdf,21.98,APPAREL,APPAREL,ok
15535408,APPAREL,15535408.pdf,20.91,APPAREL,APPAREL,ok
15746146,APPAREL,15746146.pdf,22.3,APPAREL,APPAREL,ok
16391949,APPAREL,16391949.pdf,23.22,APPAREL,APPAREL,ok
16500168,APPAREL,16500168.pdf,31.12,APPAREL,APPAREL,ok
16605640,APPAREL,16605640.pdf,24.09,APPAREL,APPAREL,ok
16723524,APPAREL,16723524.pdf,24.34,APPAREL,APPAREL,ok
16915389,APPAREL,16915389.pdf,15.79,APPAREL,APPAREL,ok
16985289,APPAREL,16985289.pdf,22.93,APPAREL,APPAREL,ok
17659053,APPAREL,17659053.pdf,27.11,APPAREL,APPAREL,ok
17714174,APPAREL,17714174.pdf,34.32,APPAREL,APPAREL,ok
18509268,APPAREL,18509268.pdf,21.38,APPAREL,APPAREL,ok
19070271,APPAREL,19070271.pdf,24.2,APPAREL,APPAREL,ok
19402977,APPAREL,19402977.pdf,17.15,APPAREL,APPAREL,ok
19714635,APPAREL,19714635.pdf,28.38,APPAREL,APPAREL,ok
20504094,APPAREL,20504094.pdf,24.48,APPAREL,APPAREL,ok
20905088,APPAREL,20905088.pdf,35.04,APPAREL,APPAREL,ok
21007083,APPAREL,21007083.pdf,25.09,APPAREL,APPAREL,ok
21570485,APPAREL,21570485.pdf,23.39,APPAREL,APPAREL,ok
21807211,APPAREL,21807211.pdf,24.66,APPAREL,APPAREL,ok
22249155,APPAREL,22249155.pdf,21.3,APPAREL,APPAREL,ok
22852364,APPAREL,22852364.pdf,23.01,APPAREL,APPAREL,ok
23190306,APPAREL,23190306.pdf,20.89,APPAREL,APPAREL,ok
23719943,APPAREL,23719943.pdf,23.09,APPAREL,APPAREL,ok
24516163,APPAREL,24516163.pdf,21.96,APPAREL,APPAREL,ok
24533931,APPAREL,24533931.pdf,15.8,APPAREL,APPAREL,ok
24989856,APPAREL,24989856.pdf,21.04,APPAREL,APPAREL,ok
25142074,APPAREL,25142074.pdf,27.11,APPAREL,APPAREL,ok
25543217,APPAREL,25543217.pdf,32.36,APPAREL,APPAREL,ok
26046878,APPAREL,26046878.pdf,18.74,APPAREL,APPAREL,ok
26098594,APPAREL,26098594.pdf,23.82,APPAREL,APPAREL,ok
26586477,APPAREL,26586477.pdf,23.45,APPAREL,APPAREL,ok
26691587,APPAREL,26691587.pdf,23.03,APPAREL,APPAREL,ok
26829561,APPAREL,26829561.pdf,27.7,APPAREL,APPAREL,ok
27091280,APPAREL,27091280.pdf,25.81,APPAREL,APPAREL,ok
27099856,APPAREL,27099856.pdf,24.31,APPAREL,APPAREL,ok
27176039,APPAREL,27176039.pdf,36.69,APPAREL,APPAREL,ok
27549075,APPAREL,27549075.pdf,21.64,APPAREL,APPAREL,ok
27694040,APPAREL,27694040.pdf,16.23,APPAREL,APPAREL,ok
28998957,APPAREL,28998957.pdf,23.33,APPAREL,APPAREL,ok
29028935,APPAREL,29028935.pdf,23.6,APPAREL,APPAREL,ok
29521434,APPAREL,29521434.pdf,16.61,APPAREL,APPAREL,ok
29640922,APPAREL,29640922.pdf,25.46,APPAREL,APPAREL,ok
29764492,APPAREL,29764492.pdf,34.37,APPAREL,APPAREL,ok
30344127,APPAREL,30344127.pdf,23.62,APPAREL,APPAREL,ok
30430249,APPAREL,30430249.pdf,31.61,APPAREL,APPAREL,ok
31225895,APPAREL,31225895.pdf,21.33,APPAREL,APPAREL,ok
31362807,APPAREL,31362807.pdf,23.68,APPAREL,APPAREL,ok
31761591,APPAREL,31761591.pdf,22.12,APPAREL,APPAREL,ok
33665485,APPAREL,33665485.pdf,31.74,APPAREL,APPAREL,ok
35121930,APPAREL,35121930.pdf,22.51,APPAREL,APPAREL,ok
35571205,APPAREL,35571205.pdf,26.71,APPAREL,APPAREL,ok
35603950,APPAREL,35603950.pdf,25.86,APPAREL,APPAREL,ok
35985133,APPAREL,35985133.pdf,31.6,APPAREL,APPAREL,ok
36094883,APPAREL,36094883.pdf,22.21,APPAREL,APPAREL,ok
36136569,APPAREL,36136569.pdf,23.95,APPAREL,APPAREL,ok
37750854,APPAREL,37750854.pdf,23.39,APPAREL,APPAREL,ok
41586420,APPAREL,41586420.pdf,25.87,APPAREL,APPAREL,ok
43852883,APPAREL,43852883.pdf,24.13,APPAREL,APPAREL,ok
46514339,APPAREL,46514339.pdf,22.38,APPAREL,APPAREL,ok
50324968,APPAREL,50324968.pdf,28.33,APPAREL,APPAREL,ok
52252936,APPAREL,52252936.pdf,23.65,APPAREL,APPAREL,ok
54308684,APPAREL,54308684.pdf,24.68,APPAREL,APPAREL,ok
56025640,APPAREL,56025640.pdf,26.57,APPAREL,APPAREL,ok
56151548,APPAREL,56151548.pdf,21.38,APPAREL,APPAREL,ok
58208591,APPAREL,58208591.pdf,32.93,APPAREL,APPAREL,ok
70750649,APPAREL,70750649.pdf,36.56,APPAREL,APPAREL,ok
71499299,APPAREL,71499299.pdf,21.23,APPAREL,APPAREL,ok
71767359,APPAREL,71767359.pdf,26.78,APPAREL,APPAREL,ok
72807293,APPAREL,72807293.pdf,22.75,APPAREL,APPAREL,ok
78273826,APPAREL,78273826.pdf,24.62,APPAREL,APPAREL,ok
83566455,APPAREL,83566455.pdf,23.39,APPAREL,APPAREL,ok
91026230,APPAREL,91026230.pdf,22.43,APPAREL,APPAREL,ok
91533580,APPAREL,91533580.pdf,21.46,APPAREL,APPAREL,ok
99806115,APPAREL,99806115.pdf,22.68,APPAREL,APPAREL,ok
10830646,ARTS,10830646.pdf,27.75,ARTS,ARTS,ok
11187796,ARTS,11187796.pdf,17.38,ARTS,ARTS,ok
11360471,ARTS,11360471.pdf,19.69,ARTS,ARTS,ok
11555549,ARTS,11555549.pdf,20.21,ARTS,ARTS,ok
11995013,ARTS,11995013.pdf,23.1,ARTS,ARTS,ok
12334650,ARTS,12334650.pdf,35.29,ARTS,ARTS,ok
12386670,ARTS,12386670.pdf,31.82,ARTS,ARTS,ok
12413512,ARTS,12413512.pdf,25.49,ARTS,ARTS,ok
12777487,ARTS,12777487.pdf,23.31,ARTS,ARTS,ok
13272204,ARTS,13272204.pdf,20.75,ARTS,ARTS,ok
14150896,ARTS,14150896.pdf,17.11,ARTS,ARTS,ok
14248724,ARTS,14248724.pdf,17.42,ARTS,ARTS,ok
14879257,ARTS,14879257.pdf,20.97,ARTS,ARTS,ok
15265464,ARTS,15265464.pdf,22.15,ARTS,ARTS,ok
15306049,ARTS,15306049.pdf,21.77,ARTS,ARTS,ok
16244633,ARTS,16244633.pdf,29.52,ARTS,ARTS,ok
16887936,ARTS,16887936.pdf,25.38,ARTS,ARTS,ok
16962067,ARTS,16962067.pdf,22.9,ARTS,ARTS,ok
17033567,ARTS,17033567.pdf,15.91,ARTS,ARTS,ok
17325147,ARTS,17325147.pdf,21.51,ARTS,ARTS,ok
17694454,ARTS,17694454.pdf,28.79,ARTS,ARTS,ok
17857644,ARTS,17857644.pdf,20.18,ARTS,ARTS,ok
18029935,ARTS,18029935.pdf,21.05,ARTS,ARTS,ok
18106533,ARTS,18106533.pdf,25.45,ARTS,ARTS,ok
18319061,ARTS,18319061.pdf,21.41,ARTS,ARTS,ok
18586076,ARTS,18586076.pdf,24.85,ARTS,ARTS,ok
18885767,ARTS,18885767.pdf,24.17,ARTS,ARTS,ok
19508520,ARTS,19508520.pdf,21.86,ARTS,ARTS,ok
19671909,ARTS,19671909.pdf,25.4,ARTS,ARTS,ok
19724031,ARTS,19724031.pdf,34.98,ARTS,ARTS,ok
20148147,ARTS,20148147.pdf,21.51,ARTS,ARTS,ok
20149476,ARTS,20149476.pdf,29.79,ARTS,ARTS,ok
20356750,ARTS,20356750.pdf,16.38,ARTS,ARTS,ok
20488267,ARTS,20488267.pdf,16.67,ARTS,ARTS,ok
20698469,ARTS,20698469.pdf,19.45,ARTS,ARTS,ok
21060367,ARTS,21060367.pdf,30.15,ARTS,ARTS,ok
21809601,ARTS,21809601.pdf,20.46,ARTS,ARTS,ok
21867728,ARTS,21867728.pdf,23.6,ARTS,ARTS,ok
22182279,ARTS,22182279.pdf,31.58,ARTS,ARTS,ok
22593054,ARTS,22593054.pdf,28.73,ARTS,ARTS,ok
22800977,ARTS,22800977.pdf,36.26,ARTS,ARTS,ok
22848179,ARTS,22848179.pdf,22.69,ARTS,ARTS,ok
23139437,ARTS,23139437.pdf,15.45,ARTS,ARTS,ok
23752500,ARTS,23752500.pdf,23.14,ARTS,ARTS,ok
23917826,ARTS,23917826.pdf,24.74,ARTS,ARTS,ok
24061629,ARTS,24061629.pdf,35.72,ARTS,ARTS,ok
24349611,ARTS,24349611.pdf,28.44,ARTS,ARTS,ok
24983760,ARTS,24983760.pdf,19.92,ARTS,ARTS,ok
25157655,ARTS,25157655.pdf,16.55,ARTS,ARTS,ok
25561640,ARTS,25561640.pdf,19.47,ARTS,ARTS,ok
25923361,ARTS,25923361.pdf,23.05,ARTS,ARTS,ok
25926667,ARTS,25926667.pdf,23.4,ARTS,ARTS,ok
26069113,ARTS,26069113.pdf,19.34,ARTS,ARTS,ok
26079779,ARTS,26079779.pdf,21.17,ARTS,ARTS,ok
26410763,ARTS,26410763.pdf,19.3,ARTS,ARTS,ok
27024099,ARTS,27024099.pdf,21.25,ARTS,ARTS,ok
27096796,ARTS,27096796.pdf,15.8,ARTS,ARTS,ok
27164756,ARTS,27164756.pdf,26.93,ARTS,ARTS,ok
27715131,ARTS,27715131.pdf,23.52,ARTS,ARTS,ok
27936502,ARTS,27936502.pdf,25.75,ARTS,ARTS,ok
28325193,ARTS,28325193.pdf,24.39,ARTS,ARTS,ok
28471099,ARTS,28471099.pdf,30.15,ARTS,ARTS,ok
28629430,ARTS,28629430.pdf,31.44,ARTS,ARTS,ok
28711616,ARTS,28711616.pdf,22.1,ARTS,ARTS,ok
29148871,ARTS,29148871.pdf,39.27,ARTS,ARTS,ok
30594821,ARTS,30594821.pdf,15.72,ARTS,ARTS,ok
31114531,ARTS,31114531.pdf,22.79,ARTS,ARTS,ok
31273413,ARTS,31273413.pdf,22.15,ARTS,ARTS,ok
32318506,ARTS,32318506.pdf,19.94,ARTS,ARTS,ok
32794700,ARTS,32794700.pdf,18.95,ARTS,ARTS,ok
33344933,ARTS,33344933.pdf,44.77,ARTS,ARTS,ok
34146825,ARTS,34146825.pdf,19.92,ARTS,ARTS,ok
34304175,ARTS,34304175.pdf,21.76,ARTS,ARTS,ok
36019469,ARTS,36019469.pdf,27.83,ARTS,ARTS,ok
36379931,ARTS,36379931.pdf,22.0,ARTS,ARTS,ok
36758947,ARTS,36758947.pdf,24.71,ARTS,ARTS,ok
37220856,ARTS,37220856.pdf,49.51,ARTS,ARTS,ok
37472265,ARTS,37472265.pdf,21.31,ARTS,ARTS,ok
37751611,ARTS,37751611.pdf,23.82,ARTS,ARTS,ok
38115035,ARTS,38115035.pdf,22.27,ARTS,ARTS,ok
39064638,ARTS,39064638.pdf,23.49,ARTS,ARTS,ok
39470264,ARTS,39470264.pdf,25.77,ARTS,ARTS,ok
39608848,ARTS,39608848.pdf,22.45,ARTS,ARTS,ok
41950126,ARTS,41950126.pdf,23.83,ARTS,ARTS,ok
43622023,ARTS,43622023.pdf,21.63,ARTS,ARTS,ok
46055835,ARTS,46055835.pdf,22.62,ARTS,ARTS,ok
50432401,ARTS,50432401.pdf,21.82,ARTS,ARTS,ok
53227466,ARTS,53227466.pdf,30.23,ARTS,ARTS,ok
54100393,ARTS,54100393.pdf,17.42,ARTS,ARTS,ok
54180474,ARTS,54180474.pdf,19.92,ARTS,ARTS,ok
65325317,ARTS,65325317.pdf,26.17,ARTS,ARTS,ok
65352424,ARTS,65352424.pdf,21.88,ARTS,ARTS,ok
66226673,ARTS,66226673.pdf,18.43,ARTS,ARTS,ok
73030450,ARTS,73030450.pdf,21.16,ARTS,ARTS,ok
73497035,ARTS,73497035.pdf,20.93,ARTS,ARTS,ok
78107631,ARTS,78107631.pdf,23.05,ARTS,ARTS,ok
79432080,ARTS,79432080.pdf,24.97,ARTS,ARTS,ok
83206166,ARTS,83206166.pdf,21.34,ARTS,ARTS,ok
83338413,ARTS,83338413.pdf,23.87,ARTS,ARTS,ok
93576192,ARTS,93576192.pdf,19.22,ARTS,ARTS,ok
94230796,ARTS,94230796.pdf,44.8,ARTS,ARTS,ok
99033098,ARTS,99033098.pdf,24.05,ARTS,ARTS,ok
99561379,ARTS,99561379.pdf,28.44,ARTS,ARTS,ok
11152490,AUTOMOBILE,11152490.pdf,33.15,AUTOMOBILE,AUTOMOBILE,ok
11257723,AUTOMOBILE,11257723.pdf,18.17,AUTOMOBILE,AUTOMOBILE,ok
11797122,AUTOMOBILE,11797122.pdf,26.36,AUTOMOBILE,AUTOMOBILE,ok
11887930,AUTOMOBILE,11887930.pdf,23.55,AUTOMOBILE,AUTOMOBILE,ok
14455622,AUTOMOBILE,14455622.pdf,23.35,AUTOMOBILE,AUTOMOBILE,ok
14508237,AUTOMOBILE,14508237.pdf,24.44,AUTOMOBILE,AUTOMOBILE,ok
15100547,AUTOMOBILE,15100547.pdf,22.54,AUTOMOBILE,AUTOMOBILE,ok
15210069,AUTOMOBILE,15210069.pdf,22.02,AUTOMOBILE,AUTOMOBILE,ok
15484011,AUTOMOBILE,15484011.pdf,21.39,AUTOMOBILE,AUTOMOBILE,ok
15790602,AUTOMOBILE,15790602.pdf,23.97,AUTOMOBILE,AUTOMOBILE,ok
16332293,AUTOMOBILE,16332293.pdf,15.43,AUTOMOBILE,AUTOMOBILE,ok
17510973,AUTOMOBILE,17510973.pdf,20.95,AUTOMOBILE,AUTOMOBILE,ok
17571262,AUTOMOBILE,17571262.pdf,21.2,AUTOMOBILE,AUTOMOBILE,ok
18448085,AUTOMOBILE,18448085.pdf,18.64,AUTOMOBILE,AUTOMOBILE,ok
18932512,AUTOMOBILE,18932512.pdf,21.53,AUTOMOBILE,AUTOMOBILE,ok
22452756,AUTOMOBILE,22452756.pdf,22.65,AUTOMOBILE,AUTOMOBILE,ok
22732234,AUTOMOBILE,22732234.pdf,21.49,AUTOMOBILE,AUTOMOBILE,ok
22946204,AUTOMOBILE,22946204.pdf,23.92,AUTOMOBILE,AUTOMOBILE,ok
23009962,AUTOMOBILE,23009962.pdf,22.02,AUTOMOBILE,AUTOMOBILE,ok
23522150,AUTOMOBILE,23522150.pdf,30.49,AUTOMOBILE,AUTOMOBILE,ok
24592627,AUTOMOBILE,24592627.pdf,21.73,AUTOMOBILE,AUTOMOBILE,ok
24703983,AUTOMOBILE,24703983.pdf,16.78,AUTOMOBILE,AUTOMOBILE,ok
25047127,AUTOMOBILE,25047127.pdf,28.1,AUTOMOBILE,AUTOMOBILE,ok
26341645,AUTOMOBILE,26341645.pdf,25.22,AUTOMOBILE,AUTOMOBILE,ok
28790806,AUTOMOBILE,28790806.pdf,32.72,AUTOMOBILE,AUTOMOBILE,ok
32069695,AUTOMOBILE,32069695.pdf,23.87,AUTOMOBILE,AUTOMOBILE,ok
32109048,AUTOMOBILE,32109048.pdf,22.66,AUTOMOBILE,AUTOMOBILE,ok
47487091,AUTOMOBILE,47487091.pdf,24.54,AUTOMOBILE,AUTOMOBILE,ok
51508889,AUTOMOBILE,51508889.pdf,56.01,AUTOMOBILE,AUTOMOBILE,ok
63989974,AUTOMOBILE,63989974.pdf,22.09,AUTOMOBILE,AUTOMOBILE,ok
78357954,AUTOMOBILE,78357954.pdf,21.89,AUTOMOBILE,AUTOMOBILE,ok
82140102,AUTOMOBILE,82140102.pdf,24.48,AUTOMOBILE,AUTOMOBILE,ok
84295343,AUTOMOBILE,84295343.pdf,17.08,AUTOMOBILE,AUTOMOBILE,ok
91515108,AUTOMOBILE,91515108.pdf,20.95,AUTOMOBILE,AUTOMOBILE,ok
97449528,AUTOMOBILE,97449528.pdf,35.26,AUTOMOBILE,AUTOMOBILE,ok
99680385,AUTOMOBILE,99680385.pdf,27.12,AUTOMOBILE,AUTOMOBILE,ok
10176815,AVIATION,10176815.pdf,21.71,AVIATION,AVIATION,ok
10189110,AVIATION,10189110.pdf,25.37,AVIATION,AVIATION,ok
10395944,AVIATION,10395944.pdf,19.33,AVIATION,AVIATION,ok
10567764,AVIATION,10567764.pdf,24.01,AVIATION,AVIATION,ok
10945968,AVIATION,10945968.pdf,19.74,AVIATION,AVIATION,ok
11137306,AVIATION,11137306.pdf,31.08,AVIATION,AVIATION,ok
11169163,AVIATION,11169163.pdf,23.61,AVIATION,AVIATION,ok
11333001,AVIATION,11333001.pdf,24.41,AVIATION,AVIATION,ok
11614114,AVIATION,11614114.pdf,21.16,AVIATION,AVIATION,ok
11752500,AVIATION,11752500.pdf,24.57,AVIATION,AVIATION,ok
11804712,AVIATION,11804712.pdf,23.66,AVIATION,AVIATION,ok
11959428,AVIATION,11959428.pdf,15.17,AVIATION,AVIATION,ok
12043694,AVIATION,12043694.pdf,25.45,AVIATION,AVIATION,ok
12144825,AVIATION,12144825.pdf,19.71,AVIATION,AVIATION,ok
12192507,AVIATION,12192507.pdf,16.2,AVIATION,AVIATION,ok
12239749,AVIATION,12239749.pdf,23.77,AVIATION,AVIATION,ok
12504278,AVIATION,12504278.pdf,21.2,AVIATION,AVIATION,ok
12904972,AVIATION,12904972.pdf,22.41,AVIATION,AVIATION,ok
13195436,AVIATION,13195436.pdf,23.41,AVIATION,AVIATION,ok
13234267,AVIATION,13234267.pdf,23.86,AVIATION,AVIATION,ok
13405229,AVIATION,13405229.pdf,24.48,AVIATION,AVIATION,ok
14589288,AVIATION,14589288.pdf,19.27,AVIATION,AVIATION,ok
14790629,AVIATION,14790629.pdf,22.87,AVIATION,AVIATION,ok
14874322,AVIATION,14874322.pdf,19.35,AVIATION,AVIATION,ok
15618327,AVIATION,15618327.pdf,22.7,AVIATION,AVIATION,ok
15684810,AVIATION,15684810.pdf,25.51,AVIATION,AVIATION,ok
15823995,AVIATION,15823995.pdf,23.66,AVIATION,AVIATION,ok
16279537,AVIATION,16279537.pdf,24.48,AVIATION,AVIATION,ok
16449694,AVIATION,16449694.pdf,36.3,AVIATION,AVIATION,ok
16833515,AVIATION,16833515.pdf,42.54,AVIATION,AVIATION,ok
16850314,AVIATION,16850314.pdf,20.19,AVIATION,AVIATION,ok
17008356,AVIATION,17008356.pdf,33.96,AVIATION,AVIATION,ok
17152392,AVIATION,17152392.pdf,23.17,AVIATION,AVIATION,ok
17274759,AVIATION,17274759.pdf,19.48,AVIATION,AVIATION,ok
17483843,AVIATION,17483843.pdf,24.29,AVIATION,AVIATION,ok
17655479,AVIATION,17655479.pdf,20.83,AVIATION,AVIATION,ok
17686472,AVIATION,17686472.pdf,19.6,AVIATION,AVIATION,ok
17694572,AVIATION,17694572.pdf,18.32,AVIATION,AVIATION,ok
17876954,AVIATION,17876954.pdf,25.09,AVIATION,AVIATION,ok
17983430,AVIATION,17983430.pdf,31.87,AVIATION,AVIATION,ok
18268860,AVIATION,18268860.pdf,19.39,AVIATION,AVIATION,ok
19284293,AVIATION,19284293.pdf,27.37,AVIATION,AVIATION,ok
19506295,AVIATION,19506295.pdf,25.68,AVIATION,AVIATION,ok
19818707,AVIATION,19818707.pdf,21.83,AVIATION,AVIATION,ok
20026169,AVIATION,20026169.pdf,24.27,AVIATION,AVIATION,ok
21190805,AVIATION,21190805.pdf,21.01,AVIATION,AVIATION,ok
21287405,AVIATION,21287405.pdf,29.84,AVIATION,AVIATION,ok
22168194,AVIATION,22168194.pdf,22.36,AVIATION,AVIATION,ok
22232367,AVIATION,22232367.pdf,23.25,AVIATION,AVIATION,ok
22442947,AVIATION,22442947.pdf,22.07,AVIATION,AVIATION,ok
22650051,AVIATION,22650051.pdf,23.96,AVIATION,AVIATION,ok
22990761,AVIATION,22990761.pdf,22.82,AVIATION,AVIATION,ok
23464505,AVIATION,23464505.pdf,27.58,AVIATION,AVIATION,ok
23761385,AVIATION,23761385.pdf,26.07,AVIATION,AVIATION,ok
23985183,AVIATION,23985183.pdf,24.08,AVIATION,AVIATION,ok
24154692,AVIATION,24154692.pdf,24.99,AVIATION,AVIATION,ok
24544244,AVIATION,24544244.pdf,24.85,AVIATION,AVIATION,ok
24589765,AVIATION,24589765.pdf,24.17,AVIATION,AVIATION,ok
24668861,AVIATION,24668861.pdf,39.48,AVIATION,AVIATION,ok
24773845,AVIATION,24773845.pdf,26.84,AVIATION,AVIATION,ok
25625173,AVIATION,25625173.pdf,31.26,AVIATION,AVIATION,ok
25718772,AVIATION,25718772.pdf,38.07,AVIATION,AVIATION,ok
25719936,AVIATION,25719936.pdf,24.63,AVIATION,AVIATION,ok
26279402,AVIATION,26279402.pdf,19.96,AVIATION,AVIATION,ok
26819872,AVIATION,26819872.pdf,26.55,AVIATION,AVIATION,ok
26888302,AVIATION,26888302.pdf,25.01,AVIATION,AVIATION,ok
27502951,AVIATION,27502951.pdf,22.15,AVIATION,AVIATION,ok
27512470,AVIATION,27512470.pdf,23.52,AVIATION,AVIATION,ok
27902692,AVIATION,27902692.pdf,19.34,AVIATION,AVIATION,ok
28020046,AVIATION,28020046.pdf,24.79,AVIATION,AVIATION,ok
28186635,AVIATION,28186635.pdf,21.36,AVIATION,AVIATION,ok
28383893,AVIATION,28383893.pdf,53.41,AVIATION,AVIATION,ok
29161565,AVIATION,29161565.pdf,19.17,AVIATION,AVIATION,ok
29167286,AVIATION,29167286.pdf,22.04,AVIATION,AVIATION,ok
29221006,AVIATION,29221006.pdf,29.85,AVIATION,AVIATION,ok
29534737,AVIATION,29534737.pdf,21.35,AVIATION,AVIATION,ok
29595906,AVIATION,29595906.pdf,15.94,AVIATION,AVIATION,ok
30148777,AVIATION,30148777.pdf,19.32,AVIATION,AVIATION,ok
31536294,AVIATION,31536294.pdf,23.32,AVIATION,AVIATION,ok
31605080,AVIATION,31605080.pdf,16.1,AVIATION,AVIATION,ok
32720816,AVIATION,32720816.pdf,20.67,AVIATION,AVIATION,ok
33627938,AVIATION,33627938.pdf,26.02,AVIATION,AVIATION,ok
34419403,AVIATION,34419403.pdf,18.14,AVIATION,AVIATION,ok
36252245,AVIATION,36252245.pdf,21.97,AVIATION,AVIATION,ok
36727173,AVIATION,36727173.pdf,21.59,AVIATION,AVIATION,ok
37473139,AVIATION,37473139.pdf,20.19,AVIATION,AVIATION,ok
38047274,AVIATION,38047274.pdf,24.0,AVIATION,AVIATION,ok
38154903,AVIATION,38154903.pdf,16.93,AVIATION,AVIATION,ok
38355831,AVIATION,38355831.pdf,20.49,AVIATION,AVIATION,ok
38663892,AVIATION,38663892.pdf,25.58,AVIATION,AVIATION,ok
38989376,AVIATION,38989376.pdf,24.58,AVIATION,AVIATION,ok
42427521,AVIATION,42427521.pdf,28.88,AVIATION,AVIATION,ok
42546558,AVIATION,42546558.pdf,21.52,AVIATION,AVIATION,ok
42641525,AVIATION,42641525.pdf,32.84,AVIATION,AVIATION,ok
43408471,AVIATION,43408471.pdf,22.62,AVIATION,AVIATION,ok
43720116,AVIATION,43720116.pdf,18.33,AVIATION,AVIATION,ok
49646155,AVIATION,49646155.pdf,24.14,AVIATION,AVIATION,ok
50775901,AVIATION,50775901.pdf,23.44,AVIATION,AVIATION,ok
54232810,AVIATION,54232810.pdf,22.6,AVIATION,AVIATION,ok
58048626,AVIATION,58048626.pdf,21.64,AVIATION,AVIATION,ok
61315605,AVIATION,61315605.pdf,22.33,AVIATION,AVIATION,ok
65219288,AVIATION,65219288.pdf,22.37,AVIATION,AVIATION,ok
67631413,AVIATION,67631413.pdf,22.4,AVIATION,AVIATION,ok
68216398,AVIATION,68216398.pdf,19.22,AVIATION,AVIATION,ok
69458502,AVIATION,69458502.pdf,33.49,AVIATION,AVIATION,ok
70198580,AVIATION,70198580.pdf,22.11,AVIATION,AVIATION,ok
77626587,AVIATION,77626587.pdf,16.54,AVIATION,AVIATION,ok
81588968,AVIATION,81588968.pdf,26.28,AVIATION,AVIATION,ok
82738323,AVIATION,82738323.pdf,18.11,AVIATION,AVIATION,ok
87826037,AVIATION,87826037.pdf,21.76,AVIATION,AVIATION,ok
90318913,AVIATION,90318913.pdf,20.26,AVIATION,AVIATION,ok
91431878,AVIATION,91431878.pdf,30.73,AVIATION,AVIATION,ok
92283635,AVIATION,92283635.pdf,19.87,AVIATION,AVIATION,ok
94137171,AVIATION,94137171.pdf,18.2,AVIATION,AVIATION,ok
96457008,AVIATION,96457008.pdf,15.91,AVIATION,AVIATION,ok
98389424,AVIATION,98389424.pdf,22.14,AVIATION,AVIATION,ok
99416532,AVIATION,99416532.pdf,33.44,AVIATION,AVIATION,ok
10329506,BANKING,10329506.pdf,19.7,BANKING,BANKING,ok
10909673,BANKING,10909673.pdf,22.08,BANKING,BANKING,ok
11065180,BANKING,11065180.pdf,21.27,BANKING,BANKING,ok
11262933,BANKING,11262933.pdf,24.05,BANKING,BANKING,ok
11266906,BANKING,11266906.pdf,30.55,BANKING,BANKING,ok
11637468,BANKING,11637468.pdf,22.49,BANKING,BANKING,ok
11672279,BANKING,11672279.pdf,22.25,BANKING,BANKING,ok
11773925,BANKING,11773925.pdf,23.06,BANKING,BANKING,ok
11842348,BANKING,11842348.pdf,19.17,BANKING,BANKING,ok
12021752,BANKING,12021752.pdf,20.66,BANKING,BANKING,ok
13173522,BANKING,13173522.pdf,23.86,BANKING,BANKING,ok
13393401,BANKING,13393401.pdf,22.23,BANKING,BANKING,ok
13982572,BANKING,13982572.pdf,20.04,BANKING,BANKING,ok
14391434,BANKING,14391434.pdf,22.8,BANKING,BANKING,ok
14626780,BANKING,14626780.pdf,22.24,BANKING,BANKING,ok
15553584,BANKING,15553584.pdf,17.26,BANKING,BANKING,ok
15856762,BANKING,15856762.pdf,28.73,BANKING,BANKING,ok
16300459,BANKING,16300459.pdf,42.3,BANKING,BANKING,ok
16407619,BANKING,16407619.pdf,29.77,BANKING,BANKING,ok
17131084,BANKING,17131084.pdf,20.43,BANKING,BANKING,ok
17189156,BANKING,17189156.pdf,21.67,BANKING,BANKING,ok
17213671,BANKING,17213671.pdf,29.8,BANKING,BANKING,ok
17276884,BANKING,17276884.pdf,31.79,BANKING,BANKING,ok
17396388,BANKING,17396388.pdf,23.3,BANKING,BANKING,ok
17818707,BANKING,17818707.pdf,22.63,BANKING,BANKING,ok
17823436,BANKING,17823436.pdf,26.47,BANKING,BANKING,ok
18172739,BANKING,18172739.pdf,17.73,BANKING,BANKING,ok
