resume_id,resume_category,rank,job_id,job_title,job_category,score
15375009,HR,3,64,HR Business Partner,HR,0.3162
15375009,HR,4,22,Banking Analyst,BANKING,0.3162
15375009,HR,5,4,Legal Advocate,ADVOCATE,0.2981
13764840,APPAREL,1,11,Apparel Designer,APPAREL,0.169
13764840,APPAREL,2,56,Gym Manager,FITNESS,0.1581
13764840,APPAREL,3,33,Pastry Chef,CHEF,0.1581
13764840,APPAREL,4,43,Brand Designer,DESIGNER,0.1581
13764840,APPAREL,5,18,Auto Sales Manager,AUTOMOBILE,0.1581
23063986,FITNESS,1,83,Academic Counsellor,TEACHER,0.2357
23063986,FITNESS,2,81,School Teacher,TEACHER,0.2357
23063986,FITNESS,3,77,Event Coordinator,PUBLIC-RELATIONS,0.2357
23063986,FITNESS,4,75,PR Manager,PUBLIC-RELATIONS,0.2357
23063986,FITNESS,5,47,Content Strategist,DIGITAL-MEDIA,0.2222
13982572,BANKING,1,20,Flight Operations Officer,AVIATION,0.2182
13982572,BANKING,2,81,School Teacher,TEACHER,0.2041
13982572,BANKING,3,83,Academic Counsellor,TEACHER,0.2041
13982572,BANKING,4,58,Healthcare Administrator,HEALTHCARE,0.2041
13982572,BANKING,5,39,HR Consultant,CONSULTANT,0.2041
48533663,CONSULTANT,1,53,Finance Manager,FINANCE,0.2108
48533663,CONSULTANT,2,8,Farm Manager,AGRICULTURE,0.1195
48533663,CONSULTANT,3,83,Academic Counsellor,TEACHER,0.1118
48533663,CONSULTANT,4,56,Gym Manager,FITNESS,0.1118
48533663,CONSULTANT,5,34,Food & Beverage Manager,CHEF,0.1118
23143731,PUBLIC-RELATIONS,1,76,Communications Specialist,PUBLIC-RELATIONS,0.2182
23143731,PUBLIC-RELATIONS,2,77,Event Coordinator,PUBLIC-RELATIONS,0.2041
23143731,PUBLIC-RELATIONS,3,75,PR Manager,PUBLIC-RELATIONS,0.2041
23143731,PUBLIC-RELATIONS,4,47,Content Strategist,DIGITAL-MEDIA,0.1925
23143731,PUBLIC-RELATIONS,5,60,Registered Nurse,HEALTHCARE,0.1925
55953734,ENGINEERING,1,24,Investment Analyst,BANKING,0.2981
55953734,ENGINEERING,2,50,Software Engineer,ENGINEERING,0.2828
55953734,ENGINEERING,3,68,Data Scientist,INFORMATION-TECHNOLOGY,0.2828
55953734,ENGINEERING,4,9,Agricultural Analyst,AGRICULTURE,0.1581
55953734,ENGINEERING,5,53,Finance Manager,FINANCE,0.1491
17115815,BUSINESS-DEVELOPMENT,1,18,Auto Sales Manager,AUTOMOBILE,0.3651
17115815,BUSINESS-DEVELOPMENT,2,30,Sales & BD Executive,BUSINESS-DEVELOPMENT,0.3443
17115815,BUSINESS-DEVELOPMENT,3,56,Gym Manager,FITNESS,0.2739
17115815,BUSINESS-DEVELOPMENT,4,27,Customer Service Lead,BPO,0.2739
17115815,BUSINESS-DEVELOPMENT,5,78,Sales Executive,SALES,0.2582
21298336,ENGINEERING,1,42,Product Designer,DESIGNER,0.1667
21298336,ENGINEERING,2,50,Software Engineer,ENGINEERING,0.1581
21298336,ENGINEERING,3,83,Academic Counsellor,TEACHER,0.0
21298336,ENGINEERING,4,80,Inside Sales Representative,SALES,0.0
21298336,ENGINEERING,5,79,Key Account Manager,SALES,0.0
11592605,HR,1,8,Farm Manager,AGRICULTURE,0.1336
11592605,HR,2,61,Medical Coder,HEALTHCARE,0.125
11592605,HR,3,18,Auto Sales Manager,AUTOMOBILE,0.125
11592605,HR,4,56,Gym Manager,FITNESS,0.125
11592605,HR,5,82,Corporate Trainer,TEACHER,0.1179
27233183,SALES,1,50,Software Engineer,ENGINEERING,0.3586
27233183,SALES,2,57,Sports Coach,FITNESS,0.2673
27233183,SALES,3,55,Fitness Trainer,FITNESS,0.2673
27233183,SALES,4,38,Management Consultant,CONSULTANT,0.2673
27233183,SALES,5,13,Art Teacher,ARTS,0.2673
16985289,APPAREL,1,47,Content Strategist,DIGITAL-MEDIA,0.3234
16985289,APPAREL,2,44,Digital Marketing Manager,DIGITAL-MEDIA,0.2301
16985289,APPAREL,3,31,Partnership Manager,BUSINESS-DEVELOPMENT,0.1833
16985289,APPAREL,4,43,Brand Designer,DESIGNER,0.1715
16985289,APPAREL,5,77,Event Coordinator,PUBLIC-RELATIONS,0.1715
29534737,AVIATION,1,50,Software Engineer,ENGINEERING,0.1581
29534737,AVIATION,2,82,Corporate Trainer,TEACHER,0.0
29534737,AVIATION,3,83,Academic Counsellor,TEACHER,0.0
29534737,AVIATION,4,80,Inside Sales Representative,SALES,0.0
29534737,AVIATION,5,79,Key Account Manager,SALES,0.0
27936502,ARTS,1,53,Finance Manager,FINANCE,0.3015
27936502,ARTS,2,54,FP&A Analyst,FINANCE,0.201
27936502,ARTS,3,65,Payroll Specialist,HR,0.201
27936502,ARTS,4,3,Audit Associate,ACCOUNTANT,0.201
27936502,ARTS,5,50,Software Engineer,ENGINEERING,0.1907
89512321,BPO,1,39,HR Consultant,CONSULTANT,0.25
89512321,BPO,2,58,Healthcare Administrator,HEALTHCARE,0.25
89512321,BPO,3,64,HR Business Partner,HR,0.25
89512321,BPO,4,22,Banking Analyst,BANKING,0.25
89512321,BPO,5,4,Legal Advocate,ADVOCATE,0.2357
13385306,INFORMATION-TECHNOLOGY,1,50,Software Engineer,ENGINEERING,0.3162
13385306,INFORMATION-TECHNOLOGY,2,66,Software Developer,INFORMATION-TECHNOLOGY,0.2108
13385306,INFORMATION-TECHNOLOGY,3,52,Financial Analyst,FINANCE,0.1111
13385306,INFORMATION-TECHNOLOGY,4,25,Credit Risk Analyst,BANKING,0.1111
13385306,INFORMATION-TECHNOLOGY,5,67,Data Engineer,INFORMATION-TECHNOLOGY,0.1054
25061645,DESIGNER,1,14,Creative Director,ARTS,0.5893
25061645,DESIGNER,2,43,Brand Designer,DESIGNER,0.5
25061645,DESIGNER,3,15,Graphic Designer,ARTS,0.3536
25061645,DESIGNER,4,13,Art Teacher,ARTS,0.25
25061645,DESIGNER,5,41,UI/UX Designer,DESIGNER,0.2236
19007667,CHEF,1,50,Software Engineer,ENGINEERING,0.3162
19007667,CHEF,2,82,Corporate Trainer,TEACHER,0.0
19007667,CHEF,3,83,Academic Counsellor,TEACHER,0.0
19007667,CHEF,4,80,Inside Sales Representative,SALES,0.0
19007667,CHEF,5,79,Key Account Manager,SALES,0.0
32965335,ADVOCATE,1,31,Partnership Manager,BUSINESS-DEVELOPMENT,0.2279
32965335,ADVOCATE,2,18,Auto Sales Manager,AUTOMOBILE,0.2132
32965335,ADVOCATE,3,12,Supply Chain Coordinator,APPAREL,0.2132
32965335,ADVOCATE,4,23,Relationship Manager,BANKING,0.201
32965335,ADVOCATE,5,30,Sales & BD Executive,BUSINESS-DEVELOPMENT,0.201
22008817,HEALTHCARE,1,28,Process Analyst,BPO,0.2835
22008817,HEALTHCARE,2,38,Management Consultant,CONSULTANT,0.2835
22008817,HEALTHCARE,3,58,Healthcare Administrator,HEALTHCARE,0.2835
22008817,HEALTHCARE,4,60,Registered Nurse,HEALTHCARE,0.2673
22008817,HEALTHCARE,5,50,Software Engineer,ENGINEERING,0.2535
26070334,AGRICULTURE,1,53,Finance Manager,FINANCE,0.3015
26070334,AGRICULTURE,2,64,HR Business Partner,HR,0.2132
26070334,AGRICULTURE,3,77,Event Coordinator,PUBLIC-RELATIONS,0.2132
26070334,AGRICULTURE,4,22,Banking Analyst,BANKING,0.2132
26070334,AGRICULTURE,5,39,HR Consultant,CONSULTANT,0.2132
56286525,FITNESS,1,50,Software Engineer,ENGINEERING,0.3
56286525,FITNESS,2,81,School Teacher,TEACHER,0.2236
56286525,FITNESS,3,83,Academic Counsellor,TEACHER,0.2236
56286525,FITNESS,4,58,Healthcare Administrator,HEALTHCARE,0.2236
56286525,FITNESS,5,56,Gym Manager,FITNESS,0.2236
69666645,FITNESS,1,60,Registered Nurse,HEALTHCARE,0.2222
69666645,FITNESS,2,57,Sports Coach,FITNESS,0.1179
69666645,FITNESS,3,55,Fitness Trainer,FITNESS,0.1179
69666645,FITNESS,4,50,Software Engineer,ENGINEERING,0.1054
69666645,FITNESS,5,79,Key Account Manager,SALES,0.0
33424600,BUSINESS-DEVELOPMENT,1,22,Banking Analyst,BANKING,0.25
33424600,BUSINESS-DEVELOPMENT,2,53,Finance Manager,FINANCE,0.2357
33424600,BUSINESS-DEVELOPMENT,3,70,Network Security Engineer,INFORMATION-TECHNOLOGY,0.2236
33424600,BUSINESS-DEVELOPMENT,4,61,Medical Coder,HEALTHCARE,0.125
33424600,BUSINESS-DEVELOPMENT,5,18,Auto Sales Manager,AUTOMOBILE,0.125
15354126,CHEF,1,50,Software Engineer,ENGINEERING,0.2582
15354126,CHEF,2,20,Flight Operations Officer,AVIATION,0.1543
15354126,CHEF,3,10,Fashion Merchandiser,APPAREL,0.1543
15354126,CHEF,4,6,Public Policy Analyst,ADVOCATE,0.1543
15354126,CHEF,5,31,Partnership Manager,BUSINESS-DEVELOPMENT,0.1543
31761591,APPAREL,1,50,Software Engineer,ENGINEERING,0.4243
31761591,APPAREL,2,38,Management Consultant,CONSULTANT,0.3162
31761591,APPAREL,3,27,Customer Service Lead,BPO,0.3162
31761591,APPAREL,4,40,IT Consultant,CONSULTANT,0.2981
31761591,APPAREL,5,82,Corporate Trainer,TEACHER,0.2981
14585273,CONSTRUCTION,1,8,Farm Manager,AGRICULTURE,0.2182
14585273,CONSTRUCTION,2,56,Gym Manager,FITNESS,0.2041
14585273,CONSTRUCTION,3,77,Event Coordinator,PUBLIC-RELATIONS,0.2041
14585273,CONSTRUCTION,4,36,Construction Manager,CONSTRUCTION,0.2041
14585273,CONSTRUCTION,5,34,Food & Beverage Manager,CHEF,0.2041
63137898,ACCOUNTANT,1,50,Software Engineer,ENGINEERING,0.286
63137898,ACCOUNTANT,2,56,Gym Manager,FITNESS,0.2132
63137898,ACCOUNTANT,3,38,Management Consultant,CONSULTANT,0.2132
63137898,ACCOUNTANT,4,27,Customer Service Lead,BPO,0.2132
63137898,ACCOUNTANT,5,18,Auto Sales Manager,AUTOMOBILE,0.2132
30304575,ACCOUNTANT,1,50,Software Engineer,ENGINEERING,0.3
30304575,ACCOUNTANT,2,56,Gym Manager,FITNESS,0.2236
30304575,ACCOUNTANT,3,77,Event Coordinator,PUBLIC-RELATIONS,0.2236
30304575,ACCOUNTANT,4,27,Customer Service Lead,BPO,0.2236
30304575,ACCOUNTANT,5,38,Management Consultant,CONSULTANT,0.2236
10030015,ENGINEERING,1,28,Process Analyst,BPO,0.1581
10030015,ENGINEERING,2,50,Software Engineer,ENGINEERING,0.1414
10030015,ENGINEERING,3,83,Academic Counsellor,TEACHER,0.0
10030015,ENGINEERING,4,80,Inside Sales Representative,SALES,0.0
10030015,ENGINEERING,5,79,Key Account Manager,SALES,0.0
10738095,APPAREL,1,50,Software Engineer,ENGINEERING,0.2582
10738095,APPAREL,2,17,Service Technician,AUTOMOBILE,0.1667
10738095,APPAREL,3,19,Aviation Engineer,AVIATION,0.1543
10738095,APPAREL,4,43,Brand Designer,DESIGNER,0.1443
10738095,APPAREL,5,38,Management Consultant,CONSULTANT,0.1443
34327438,ADVOCATE,1,39,HR Consultant,CONSULTANT,0.25
34327438,ADVOCATE,2,58,Healthcare Administrator,HEALTHCARE,0.25
34327438,ADVOCATE,3,64,HR Business Partner,HR,0.25
34327438,ADVOCATE,4,22,Banking Analyst,BANKING,0.25
34327438,ADVOCATE,5,62,HR Manager,HR,0.2357
24083609,INFORMATION-TECHNOLOGY,1,50,Software Engineer,ENGINEERING,0.2236
24083609,INFORMATION-TECHNOLOGY,2,17,Service Technician,AUTOMOBILE,0.1443
24083609,INFORMATION-TECHNOLOGY,3,19,Aviation Engineer,AVIATION,0.1336
24083609,INFORMATION-TECHNOLOGY,4,38,Management Consultant,CONSULTANT,0.125
24083609,INFORMATION-TECHNOLOGY,5,51,Systems Engineer,ENGINEERING,0.125
14990354,BUSINESS-DEVELOPMENT,1,56,Gym Manager,FITNESS,0.2673
14990354,BUSINESS-DEVELOPMENT,2,18,Auto Sales Manager,AUTOMOBILE,0.2673
14990354,BUSINESS-DEVELOPMENT,3,79,Key Account Manager,SALES,0.252
14990354,BUSINESS-DEVELOPMENT,4,30,Sales & BD Executive,BUSINESS-DEVELOPMENT,0.252
14990354,BUSINESS-DEVELOPMENT,5,50,Software Engineer,ENGINEERING,0.239
32651555,FITNESS,1,57,Sports Coach,FITNESS,0.1443
32651555,FITNESS,2,55,Fitness Trainer,FITNESS,0.1443
32651555,FITNESS,3,60,Registered Nurse,HEALTHCARE,0.1361
32651555,FITNESS,4,50,Software Engineer,ENGINEERING,0.1291
32651555,FITNESS,5,79,Key Account Manager,SALES,0.0
93112113,HR,1,83,Academic Counsellor,TEACHER,0.2887
93112113,HR,2,81,School Teacher,TEACHER,0.2887
93112113,HR,3,64,HR Business Partner,HR,0.2887
93112113,HR,4,22,Banking Analyst,BANKING,0.2887
93112113,HR,5,39,HR Consultant,CONSULTANT,0.2887
29746235,AGRICULTURE,1,60,Registered Nurse,HEALTHCARE,0.3015
29746235,AGRICULTURE,2,20,Flight Operations Officer,AVIATION,0.2279
29746235,AGRICULTURE,3,83,Academic Counsellor,TEACHER,0.2132
29746235,AGRICULTURE,4,57,Sports Coach,FITNESS,0.2132
29746235,AGRICULTURE,5,55,Fitness Trainer,FITNESS,0.2132
10969918,FITNESS,1,60,Registered Nurse,HEALTHCARE,0.2222
10969918,FITNESS,2,64,HR Business Partner,HR,0.1179
10969918,FITNESS,3,58,Healthcare Administrator,HEALTHCARE,0.1179
10969918,FITNESS,4,61,Medical Coder,HEALTHCARE,0.1179
10969918,FITNESS,5,5,Corporate Lawyer,ADVOCATE,0.1179
30437583,AGRICULTURE,1,77,Event Coordinator,PUBLIC-RELATIONS,0.2041
30437583,AGRICULTURE,2,75,PR Manager,PUBLIC-RELATIONS,0.2041
30437583,AGRICULTURE,3,13,Art Teacher,ARTS,0.2041
30437583,AGRICULTURE,4,47,Content Strategist,DIGITAL-MEDIA,0.1925
30437583,AGRICULTURE,5,24,Investment Analyst,BANKING,0.1925
62850928,FINANCE,1,53,Finance Manager,FINANCE,0.3162
62850928,FINANCE,2,1,Accountant,ACCOUNTANT,0.3
62850928,FINANCE,3,22,Banking Analyst,BANKING,0.2236
62850928,FINANCE,4,52,Financial Analyst,FINANCE,0.2108
62850928,FINANCE,5,3,Audit Associate,ACCOUNTANT,0.2108
11522068,FITNESS,1,50,Software Engineer,ENGINEERING,0.2828
11522068,FITNESS,2,20,Flight Operations Officer,AVIATION,0.169
11522068,FITNESS,3,10,Fashion Merchandiser,APPAREL,0.169
11522068,FITNESS,4,6,Public Policy Analyst,ADVOCATE,0.169
11522068,FITNESS,5,31,Partnership Manager,BUSINESS-DEVELOPMENT,0.169
62184086,TEACHER,1,50,Software Engineer,ENGINEERING,0.3873
62184086,TEACHER,2,38,Management Consultant,CONSULTANT,0.2887
62184086,TEACHER,3,27,Customer Service Lead,BPO,0.2887
62184086,TEACHER,4,40,IT Consultant,CONSULTANT,0.2722
62184086,TEACHER,5,17,Service Technician,AUTOMOBILE,0.1667
10501991,BUSINESS-DEVELOPMENT,1,56,Gym Manager,FITNESS,0.2357
10501991,BUSINESS-DEVELOPMENT,2,18,Auto Sales Manager,AUTOMOBILE,0.2357
10501991,BUSINESS-DEVELOPMENT,3,79,Key Account Manager,SALES,0.2222
10501991,BUSINESS-DEVELOPMENT,4,30,Sales & BD Executive,BUSINESS-DEVELOPMENT,0.2222
10501991,BUSINESS-DEVELOPMENT,5,31,Partnership Manager,BUSINESS-DEVELOPMENT,0.126
28086303,TEACHER,1,50,Software Engineer,ENGINEERING,0.4243
28086303,TEACHER,2,81,School Teacher,TEACHER,0.3162
28086303,TEACHER,3,83,Academic Counsellor,TEACHER,0.3162
28086303,TEACHER,4,38,Management Consultant,CONSULTANT,0.3162
28086303,TEACHER,5,27,Customer Service Lead,BPO,0.3162
86549455,FINANCE,1,83,Academic Counsellor,TEACHER,0.1336
86549455,FINANCE,2,81,School Teacher,TEACHER,0.1336
86549455,FINANCE,3,59,Clinical Research Analyst,HEALTHCARE,0.1336
86549455,FINANCE,4,28,Process Analyst,BPO,0.1336
86549455,FINANCE,5,9,Agricultural Analyst,AGRICULTURE,0.1336
87520378,HEALTHCARE,1,77,Event Coordinator,PUBLIC-RELATIONS,0.2739
87520378,HEALTHCARE,2,50,Software Engineer,ENGINEERING,0.2449
87520378,HEALTHCARE,3,75,PR Manager,PUBLIC-RELATIONS,0.1826
87520378,HEALTHCARE,4,27,Customer Service Lead,BPO,0.1826
87520378,HEALTHCARE,5,38,Management Consultant,CONSULTANT,0.1826
33072201,PUBLIC-RELATIONS,1,14,Creative Director,ARTS,0.291
33072201,PUBLIC-RELATIONS,2,31,Partnership Manager,BUSINESS-DEVELOPMENT,0.2474
33072201,PUBLIC-RELATIONS,3,77,Event Coordinator,PUBLIC-RELATIONS,0.2315
33072201,PUBLIC-RELATIONS,4,43,Brand Designer,DESIGNER,0.2315
33072201,PUBLIC-RELATIONS,5,56,Gym Manager,FITNESS,0.2315
33872500,BANKING,1,22,Banking Analyst,BANKING,0.3198
33872500,BANKING,2,54,FP&A Analyst,FINANCE,0.201
33872500,BANKING,3,53,Finance Manager,FINANCE,0.201
33872500,BANKING,4,52,Financial Analyst,FINANCE,0.201
33872500,BANKING,5,3,Audit Associate,ACCOUNTANT,0.201
21101152,CHEF,1,50,Software Engineer,ENGINEERING,0.2582
21101152,CHEF,2,17,Service Technician,AUTOMOBILE,0.1667
21101152,CHEF,3,19,Aviation Engineer,AVIATION,0.1543
21101152,CHEF,4,16,Automobile Engineer,AUTOMOBILE,0.1443
21101152,CHEF,5,38,Management Consultant,CONSULTANT,0.1443
22852364,APPAREL,1,50,Software Engineer,ENGINEERING,0.2
22852364,APPAREL,2,1,Accountant,ACCOUNTANT,0.2
22852364,APPAREL,3,20,Flight Operations Officer,AVIATION,0.1195
22852364,APPAREL,4,61,Medical Coder,HEALTHCARE,0.1118
22852364,APPAREL,5,58,Healthcare Administrator,HEALTHCARE,0.1118
26069113,ARTS,1,14,Creative Director,ARTS,0.1667
26069113,ARTS,2,50,Software Engineer,ENGINEERING,0.1581
26069113,ARTS,3,41,UI/UX Designer,DESIGNER,0.1581
26069113,ARTS,4,80,Inside Sales Representative,SALES,0.0
26069113,ARTS,5,79,Key Account Manager,SALES,0.0
77576845,BUSINESS-DEVELOPMENT,1,56,Gym Manager,FITNESS,0.2673
77576845,BUSINESS-DEVELOPMENT,2,36,Construction Manager,CONSTRUCTION,0.2673
77576845,BUSINESS-DEVELOPMENT,3,8,Farm Manager,AGRICULTURE,0.1429
77576845,BUSINESS-DEVELOPMENT,4,20,Flight Operations Officer,AVIATION,0.1429
77576845,BUSINESS-DEVELOPMENT,5,35,Civil Engineer,CONSTRUCTION,0.1336
27536013,INFORMATION-TECHNOLOGY,1,14,Creative Director,ARTS,0.201
27536013,INFORMATION-TECHNOLOGY,2,53,Finance Manager,FINANCE,0.201
27536013,INFORMATION-TECHNOLOGY,3,54,FP&A Analyst,FINANCE,0.201
27536013,INFORMATION-TECHNOLOGY,4,50,Software Engineer,ENGINEERING,0.1907
27536013,INFORMATION-TECHNOLOGY,5,74,BI Developer,INFORMATION-TECHNOLOGY,0.1907
30288581,ENGINEERING,1,51,Systems Engineer,ENGINEERING,0.1443
30288581,ENGINEERING,2,21,Aerospace Systems Analyst,AVIATION,0.1443
30288581,ENGINEERING,3,42,Product Designer,DESIGNER,0.1361
30288581,ENGINEERING,4,49,Electrical Engineer,ENGINEERING,0.1361
30288581,ENGINEERING,5,24,Investment Analyst,BANKING,0.1361
34141299,AGRICULTURE,1,24,Investment Analyst,BANKING,0.3849
34141299,AGRICULTURE,2,50,Software Engineer,ENGINEERING,0.3651
34141299,AGRICULTURE,3,20,Flight Operations Officer,AVIATION,0.2182
34141299,AGRICULTURE,4,10,Fashion Merchandiser,APPAREL,0.2182
34141299,AGRICULTURE,5,31,Partnership Manager,BUSINESS-DEVELOPMENT,0.2182
22047665,SALES,1,50,Software Engineer,ENGINEERING,0.2828
22047665,SALES,2,17,Service Technician,AUTOMOBILE,0.1826
22047665,SALES,3,19,Aviation Engineer,AVIATION,0.169
22047665,SALES,4,43,Brand Designer,DESIGNER,0.1581
22047665,SALES,5,38,Management Consultant,CONSULTANT,0.1581
33023370,CONSTRUCTION,1,57,Sports Coach,FITNESS,0.1768
33023370,CONSTRUCTION,2,55,Fitness Trainer,FITNESS,0.1768
33023370,CONSTRUCTION,3,60,Registered Nurse,HEALTHCARE,0.1667
33023370,CONSTRUCTION,4,50,Software Engineer,ENGINEERING,0.1581
33023370,CONSTRUCTION,5,79,Key Account Manager,SALES,0.0
28790806,AUTOMOBILE,1,74,BI Developer,INFORMATION-TECHNOLOGY,0.1581
28790806,AUTOMOBILE,2,67,Data Engineer,INFORMATION-TECHNOLOGY,0.1581
28790806,AUTOMOBILE,3,50,Software Engineer,ENGINEERING,0.1581
28790806,AUTOMOBILE,4,52,Financial Analyst,FINANCE,0.0833
28790806,AUTOMOBILE,5,25,Credit Risk Analyst,BANKING,0.0833
69360287,AGRICULTURE,1,1,Accountant,ACCOUNTANT,0.2828
69360287,AGRICULTURE,2,64,HR Business Partner,HR,0.1581
69360287,AGRICULTURE,3,58,Healthcare Administrator,HEALTHCARE,0.1581
69360287,AGRICULTURE,4,61,Medical Coder,HEALTHCARE,0.1581
69360287,AGRICULTURE,5,39,HR Consultant,CONSULTANT,0.1581
19147494,SALES,1,31,Partnership Manager,BUSINESS-DEVELOPMENT,0.378
19147494,SALES,2,56,Gym Manager,FITNESS,0.3536
19147494,SALES,3,27,Customer Service Lead,BPO,0.3536
19147494,SALES,4,26,BPO Operations Manager,BPO,0.3536
19147494,SALES,5,18,Auto Sales Manager,AUTOMOBILE,0.3536
38087844,SALES,1,50,Software Engineer,ENGINEERING,0.2631
38087844,SALES,2,81,School Teacher,TEACHER,0.1961
38087844,SALES,3,83,Academic Counsellor,TEACHER,0.1961
38087844,SALES,4,75,PR Manager,PUBLIC-RELATIONS,0.1961
38087844,SALES,5,38,Management Consultant,CONSULTANT,0.1961
36366044,CHEF,1,18,Auto Sales Manager,AUTOMOBILE,0.3354
36366044,CHEF,2,30,Sales & BD Executive,BUSINESS-DEVELOPMENT,0.3162
36366044,CHEF,3,79,Key Account Manager,SALES,0.3162
36366044,CHEF,4,50,Software Engineer,ENGINEERING,0.3
36366044,CHEF,5,31,Partnership Manager,BUSINESS-DEVELOPMENT,0.239
54934269,HEALTHCARE,1,60,Registered Nurse,HEALTHCARE,0.4082
54934269,HEALTHCARE,2,57,Sports Coach,FITNESS,0.2887
54934269,HEALTHCARE,3,55,Fitness Trainer,FITNESS,0.2887
54934269,HEALTHCARE,4,50,Software Engineer,ENGINEERING,0.2582
54934269,HEALTHCARE,5,10,Fashion Merchandiser,APPAREL,0.1543
10332998,CONSULTANT,1,22,Banking Analyst,BANKING,0.3062
10332998,CONSULTANT,2,20,Flight Operations Officer,AVIATION,0.2182
10332998,CONSULTANT,3,64,HR Business Partner,HR,0.2041
10332998,CONSULTANT,4,58,Healthcare Administrator,HEALTHCARE,0.2041
10332998,CONSULTANT,5,39,HR Consultant,CONSULTANT,0.2041
18236085,BUSINESS-DEVELOPMENT,1,79,Key Account Manager,SALES,0.378
18236085,BUSINESS-DEVELOPMENT,2,30,Sales & BD Executive,BUSINESS-DEVELOPMENT,0.378
18236085,BUSINESS-DEVELOPMENT,3,31,Partnership Manager,BUSINESS-DEVELOPMENT,0.2857
18236085,BUSINESS-DEVELOPMENT,4,18,Auto Sales Manager,AUTOMOBILE,0.2673
18236085,BUSINESS-DEVELOPMENT,5,56,Gym Manager,FITNESS,0.2673
13199813,BUSINESS-DEVELOPMENT,1,31,Partnership Manager,BUSINESS-DEVELOPMENT,0.3419
13199813,BUSINESS-DEVELOPMENT,2,56,Gym Manager,FITNESS,0.3198
13199813,BUSINESS-DEVELOPMENT,3,27,Customer Service Lead,BPO,0.3198
13199813,BUSINESS-DEVELOPMENT,4,18,Auto Sales Manager,AUTOMOBILE,0.3198
13199813,BUSINESS-DEVELOPMENT,5,79,Key Account Manager,SALES,0.3015
39835894,ENGINEERING,1,70,Network Security Engineer,INFORMATION-TECHNOLOGY,0.1826
39835894,ENGINEERING,2,69,DevOps Engineer,INFORMATION-TECHNOLOGY,0.1826
39835894,ENGINEERING,3,50,Software Engineer,ENGINEERING,0.1826
39835894,ENGINEERING,4,81,School Teacher,TEACHER,0.0
39835894,ENGINEERING,5,82,Corporate Trainer,TEACHER,0.0
22884757,TEACHER,1,39,HR Consultant,CONSULTANT,0.3162
22884757,TEACHER,2,58,Healthcare Administrator,HEALTHCARE,0.3162
22884757,TEACHER,3,64,HR Business Partner,HR,0.3162
22884757,TEACHER,4,22,Banking Analyst,BANKING,0.3162
22884757,TEACHER,5,4,Legal Advocate,ADVOCATE,0.2981
32265203,CONSTRUCTION,1,50,Software Engineer,ENGINEERING,0.3651
32265203,CONSTRUCTION,2,20,Flight Operations Officer,AVIATION,0.2182
32265203,CONSTRUCTION,3,10,Fashion Merchandiser,APPAREL,0.2182
32265203,CONSTRUCTION,4,6,Public Policy Analyst,ADVOCATE,0.2182
32265203,CONSTRUCTION,5,31,Partnership Manager,BUSINESS-DEVELOPMENT,0.2182
28951817,CONSULTANT,1,74,BI Developer,INFORMATION-TECHNOLOGY,0.3162
28951817,CONSULTANT,2,50,Software Engineer,ENGINEERING,0.3162
28951817,CONSULTANT,3,59,Clinical Research Analyst,HEALTHCARE,0.2357
28951817,CONSULTANT,4,38,Management Consultant,CONSULTANT,0.2357
28951817,CONSULTANT,5,56,Gym Manager,FITNESS,0.2357
10653119,CHEF,1,50,Software Engineer,ENGINEERING,0.1826
10653119,CHEF,2,82,Corporate Trainer,TEACHER,0.0
10653119,CHEF,3,83,Academic Counsellor,TEACHER,0.0
10653119,CHEF,4,80,Inside Sales Representative,SALES,0.0
10653119,CHEF,5,79,Key Account Manager,SALES,0.0
63282405,FITNESS,1,50,Software Engineer,ENGINEERING,0.3162
63282405,FITNESS,2,57,Sports Coach,FITNESS,0.2357
63282405,FITNESS,3,55,Fitness Trainer,FITNESS,0.2357
63282405,FITNESS,4,38,Management Consultant,CONSULTANT,0.2357
63282405,FITNESS,5,27,Customer Service Lead,BPO,0.2357
24221960,CHEF,1,83,Academic Counsellor,TEACHER,0.2887
24221960,CHEF,2,81,School Teacher,TEACHER,0.2887
24221960,CHEF,3,50,Software Engineer,ENGINEERING,0.2582
24221960,CHEF,4,20,Flight Operations Officer,AVIATION,0.1543
24221960,CHEF,5,10,Fashion Merchandiser,APPAREL,0.1543
29647215,CONSULTANT,1,60,Registered Nurse,HEALTHCARE,0.1925
29647215,CONSULTANT,2,52,Financial Analyst,FINANCE,0.1925
29647215,CONSULTANT,3,74,BI Developer,INFORMATION-TECHNOLOGY,0.1826
29647215,CONSULTANT,4,50,Software Engineer,ENGINEERING,0.1826
29647215,CONSULTANT,5,28,Process Analyst,BPO,0.1021
30813919,ACCOUNTANT,1,1,Accountant,ACCOUNTANT,0.2638
30813919,ACCOUNTANT,2,22,Banking Analyst,BANKING,0.2212
30813919,ACCOUNTANT,3,53,Finance Manager,FINANCE,0.2085
30813919,ACCOUNTANT,4,3,Audit Associate,ACCOUNTANT,0.2085
30813919,ACCOUNTANT,5,20,Flight Operations Officer,AVIATION,0.1576
58105060,TEACHER,1,82,Corporate Trainer,TEACHER,0.1491
58105060,TEACHER,2,50,Software Engineer,ENGINEERING,0.1414
58105060,TEACHER,3,83,Academic Counsellor,TEACHER,0.0
58105060,TEACHER,4,80,Inside Sales Representative,SALES,0.0
58105060,TEACHER,5,79,Key Account Manager,SALES,0.0
