ID,Category,n_skills,skill_str
18975686,FINANCE,8,"C++, Leadership, Communication, Problem Solving, Time Management, Creativity, Negotiation, Cross-functional"
27921561,DIGITAL-MEDIA,18,"JavaScript, C++, HTML, CSS, Agile, PMP, Resource Planning, SAP, Photoshop, Illustrator, InDesign, Photography, Brand Design, SEO, Leadership, Presentation, CompTIA, founder committee member certified"
20356750,ARTS,5,"C++, SAP, Client Management, CompTIA, york university professional certificate"
97169343,HEALTHCARE,12,"C++, Statistics, Compliance, Patient Care, Nursing, Surgery, Social Media, Sales Strategy, Communication, Time Management, CompTIA, school mcallen texas cna texas certified"
78016758,CONSULTANT,8,"C++, R, Go, Sales Strategy, Communication, Problem Solving, CompTIA, university matriculation certificate"
13115648,ADVOCATE,8,"C++, Compliance, Leadership, Teamwork, Problem Solving, Presentation, Client Management, by promoting training and certification"
29825044,BUSINESS-DEVELOPMENT,10,"C++, Photoshop, Illustrator, InDesign, Brand Design, CRM, Sales Strategy, Market Research, Problem Solving, Creativity"
29574501,CONSTRUCTION,7,"C++, Budget Management, Accounting, QuickBooks, Financial Reporting, Communication, Problem Solving"
18159866,INFORMATION-TECHNOLOGY,13,"C++, Oracle DB, Forecasting, Kanban, Budget Management, Resource Planning, ERP, Financial Reporting, Sales Strategy, Leadership, Mentoring, Cross-functional, CompTIA"
24184357,HR,11,"C++, Statistics, Resource Planning, Accounting, QuickBooks, Compliance, First Aid, Leadership, Communication, Problem Solving, CompTIA"
20393721,ACCOUNTANT,14,"C++, R, Shell/Bash, Statistics, Data Analysis, Forecasting, Accounting, Auditing, Taxation, QuickBooks, Financial Reporting, Compliance, CompTIA, revenue service vita tce certificate"
15891494,FINANCE,10,"C++, Forecasting, Budget Management, Financial Analysis, Accounting, Financial Reporting, Compliance, KYC/AML, Teamwork, Time Management"
78403342,ACCOUNTANT,17,"C++, Statistics, QA, Risk Management, Accounting, Auditing, SAP, QuickBooks, Financial Reporting, Compliance, Leadership, Communication, Problem Solving, Critical Thinking, Cross-functional, lending education accounting certificate, payroll in quickbooks certificate"
23818675,CONSTRUCTION,11,"C++, SAFe, Budget Management, Compliance, 3D Modelling, Communication, Teamwork, Problem Solving, Presentation, city state current enrollment certificate, illinois university city state certificate"
27624540,SALES,7,"C++, First Aid, Leadership, Presentation, Mentoring, support bls instructor cpr dod certified, resolution mediator dod certified"
80162314,HR,4,"C++, Communication, Teamwork, Mentoring"
12518008,ENGINEERING,9,"C++, Six Sigma, Radiology, Leadership, Critical Thinking, Cross-functional, Six Sigma Certified, management leadership certification, and six sigma greenbelt certification"
17111768,INFORMATION-TECHNOLOGY,21,"C++, R, Go, SQL, Oracle DB, Linux, Unix, PMP, ITIL, PMO, Budget Management, Accounting, SAP, Financial Reporting, Compliance, Leadership, Communication, CompTIA, and noteables comptia security certified, library itil foundation certification, management professional pmp certification"
51432451,CONSULTANT,8,"C++, SQL, Linux, Unix, QA, VPN, Leadership, CompTIA"
16492045,BPO,9,"C++, Data Warehouse, Auditing, SAP, Problem Solving, Critical Thinking, Time Management, Client Management, CompTIA"
15053703,AGRICULTURE,6,"C++, First Aid, Leadership, Communication, Attention to Detail, Presentation"
38047274,AVIATION,11,"C++, Statistics, SAFe, Nursing, First Aid, Communication, Attention to Detail, in the health field highlights certified, qualified for lean sigma cpr certified, city state technical training certified, to fresno state skills state certified"
21190805,AVIATION,8,"C++, Resource Planning, QuickBooks, Nursing, First Aid, Photography, Social Media, CompTIA"
14176254,ADVOCATE,6,"C++, QA, SAFe, Teamwork, Multitasking, Mentoring"
45900271,PUBLIC-RELATIONS,6,"C++, Social Media, Leadership, Communication, Attention to Detail, CompTIA"
31909493,DIGITAL-MEDIA,9,"C++, SEO, Social Media, Email Marketing, CRM, Analytics, Leadership, Communication, CompTIA"
93576192,ARTS,2,"C++, Data Analysis"
32219038,HEALTHCARE,10,"C++, SAP, Nursing, Healthcare Management, Teamwork, Time Management, Attention to Detail, CompTIA, coding hipaa privacy security certification, brown college city state certified"
26801767,INFORMATION-TECHNOLOGY,16,"C++, C, COBOL, Fortran, Unix, Data Analysis, Budget Management, Auditing, Leadership, Communication, Azure Certified, CompTIA, accomplishments mcse microsoft certified, systems engineer ldcca certified, for fiber optic and category e certified, honors awards certifications certified"
27176039,APPAREL,10,"C++, C, Compliance, Sales Strategy, Leadership, Communication, Teamwork, Problem Solving, Attention to Detail, Negotiation"
12237267,PUBLIC-RELATIONS,2,"C++, Negotiation"
29897742,AGRICULTURE,6,"C++, Go, Leadership, Communication, Creativity, Presentation"
32977530,HR,11,"C++, Resource Planning, Accounting, Auditing, SAP, ERP, QuickBooks, Compliance, Market Research, Communication, Multitasking"
21586858,CONSTRUCTION,15,"C++, Forecasting, QA, SAFe, Risk Management, Budget Management, SAP, First Aid, 3D Modelling, Cross-functional, quality assurance and control certified, graduate certifications cfc certification, certified lead renovator storm water pollution, prevention iicrc certification, aes norfolk cpr first aid rld certification"
12334140,INFORMATION-TECHNOLOGY,7,"C++, Statistics, Risk Management, Accounting, Communication, CompTIA, with ntsa defensive driving certification"
21912637,FINANCE,8,"C++, Accounting, Financial Reporting, Compliance, Communication, Time Management, Attention to Detail, for edf projects and programs certificate"
53640713,ACCOUNTANT,13,"C++, Forecasting, Budget Management, Accounting, Auditing, Taxation, Tally, ERP, Financial Reporting, Compliance, Photography, Teamwork, Adaptability"
25857360,INFORMATION-TECHNOLOGY,4,"C++, Accounting, Compliance, Communication"
17660419,FITNESS,3,"C++, R, professional affiliations ace certified"
23617240,HEALTHCARE,14,"C++, Spring, GCP, Risk Management, Budget Management, Compliance, Patient Care, Nursing, Sales Strategy, Communication, Presentation, CompTIA, gpa dean s list dean s list certificate, professional affiliations certified"
26278597,BUSINESS-DEVELOPMENT,15,"C++, C, R, Data Analysis, Forecasting, Tally, ERP, Sales Strategy, Market Research, Leadership, Communication, Teamwork, Creativity, Negotiation, CompTIA"
91467795,BUSINESS-DEVELOPMENT,13,"C++, C, R, Oracle DB, Brand Design, CRM, Lead Generation, Sales Strategy, Market Research, Communication, Presentation, Client Management, CompTIA"
10189110,AVIATION,12,"C++, Accounting, Communication, Time Management, Negotiation, i then would verify proper certification, paperwork required retrieving certification, material ensuring proper certification, development group training certificate, indoctrination course training certificate, separation minimum training certificate, level a score federal aviation certificate"
42641525,AVIATION,15,"C++, C, R, Go, SAFe, Risk Management, Teamwork, Adaptability, eram automaton highlights certified, missions the sectors i was certified, boeing in their testing and certification, altitude redesign april i was certified, guild lines december i was certified, job instructor ojti november i certified, as a certified"
17855844,HR,10,"C++, Oracle DB, Resource Planning, SAP, Compliance, Illustrator, Leadership, communications shady grove hr certificate, phr certification, resource management since certified"
95714702,ADVOCATE,9,"C++, QA, Firewall, DNS, Auditing, Leadership, Problem Solving, Mentoring, CompTIA"
36904300,SALES,8,"C++, Go, SAFe, Accounting, QuickBooks, Communication, Time Management, Multitasking"
16833515,AVIATION,11,"C++, C, Risk Management, QuickBooks, Compliance, Photoshop, Leadership, Time Management, Mentoring, CompTIA, city state august april bct certified"
15651486,INFORMATION-TECHNOLOGY,14,"C++, SQL, Linux, Unix, QA, Firewall, VPN, HTTPS/TLS, Wireshark, ERP, Compliance, CCNA, CompTIA, trustwave pci compliance cisco certified"
63083944,CONSTRUCTION,13,"C++, QA, Risk Management, Budget Management, Compliance, First Aid, Leadership, Communication, Teamwork, Time Management, Attention to Detail, CompTIA, adult child first responder certification"
19201175,INFORMATION-TECHNOLOGY,7,"C++, SAFe, UI/UX Design, Communication, Teamwork, Problem Solving, CompTIA"
22571461,CONSULTANT,6,"C++, C, Financial Reporting, Leadership, Mentoring, Client Management"
13909762,ADVOCATE,12,"C++, C, SAFe, Accounting, Medical Coding, Teamwork, Client Management, maric college city state us certificate, medical coding and billing certificate, diego job corps city state us certificate, business office business certificate, office business certificate"
47276718,ENGINEERING,9,"C++, C, MATLAB, 3D Modelling, Communication, Multitasking, Cross-functional, on a daily basis qualified and certified, engineering intern certification"
70750649,APPAREL,7,"C++, Swift, Data Analysis, Photoshop, Social Media, Presentation, CompTIA"
16536141,DIGITAL-MEDIA,21,"C++, Go, Photoshop, Video Editing, Digital Marketing, SEO, SEM, Social Media, Content Marketing, Email Marketing, CRM, Lead Generation, Market Research, Analytics, Copywriting, Leadership, Teamwork, Problem Solving, Presentation, Cross-functional, CompTIA"
60624892,HEALTHCARE,15,"C++, Accounting, QuickBooks, Compliance, Nursing, Healthcare Management, Leadership, Communication, Teamwork, Problem Solving, Presentation, Mentoring, CPA, CompTIA, magnum cum laude gpa graduate certificate"
30397268,CONSTRUCTION,10,"C++, Budget Management, Accounting, 3D Modelling, Social Media, Communication, Teamwork, Attention to Detail, Presentation, Client Management"
24412546,BUSINESS-DEVELOPMENT,5,"C++, R, Accounting, Sales Strategy, CompTIA"
78257294,ACCOUNTANT,14,"C++, R, Oracle DB, Forecasting, Financial Analysis, Accounting, Taxation, SAP, Financial Reporting, Compliance, First Aid, Communication, ace yellow belt training cpr certified, interpersonal skills cpr certified"
14626780,BANKING,16,"C++, Forecasting, Budget Management, Financial Analysis, Accounting, Financial Reporting, Investment Banking, Valuation, Risk Analysis, Compliance, Leadership, Teamwork, CompTIA, dynamics leadership management certified, cra research administrators certification, council new york usa certification"
11637468,BANKING,9,"C++, C, Accounting, Taxation, CRM, Sales Strategy, Leadership, Communication, lending advanced lending certificate"
11393213,CONSTRUCTION,5,"C++, Compliance, First Aid, Communication, certifications first aid cpr certified"
24025053,HEALTHCARE,8,"C++, Accounting, Financial Reporting, Surgery, Leadership, Critical Thinking, Time Management, Multitasking"
28923650,ENGINEERING,8,"C++, C, MATLAB, Fortran, Machine Learning, Statistics, 3D Modelling, Teamwork"
22259768,CONSULTANT,16,"C++, R, Go, Data Analysis, ETL, Integration Testing, Load Testing, QA, SAP, ERP, Compliance, Market Research, Communication, Teamwork, Presentation, CompTIA"
23568641,BUSINESS-DEVELOPMENT,8,"C++, Financial Analysis, CRM, Lead Generation, Sales Strategy, Teamwork, Negotiation, Presentation"
12526702,CONSULTANT,10,"C++, C, Statistics, Data Analysis, QA, 3D Modelling, Leadership, Problem Solving, Presentation, Mentoring"
48580330,CHEF,6,"C++, QA, with buffets education certificate, barbados hospitality institute certificate, ceo particia healy barbados certificate, state united states of america certificate"
16288901,DESIGNER,7,"C++, Photoshop, InDesign, 3D Modelling, Photography, Communication, Teamwork"
14140903,AGRICULTURE,5,"C++, C, R, Communication, outstanding new phd students certificate"
13701259,ACCOUNTANT,14,"C++, R, Forecasting, Six Sigma, Budget Management, Accounting, Auditing, Financial Reporting, Compliance, Time Management, Multitasking, Negotiation, Six Sigma Certified, and is lean six sigma certified"
34712719,PUBLIC-RELATIONS,8,"C++, Illustrator, Photography, Social Media, Leadership, Communication, Problem Solving, Attention to Detail"
67645662,DESIGNER,2,"C++, 3D Modelling"
54421668,BANKING,7,"C++, Forecasting, Risk Management, Compliance, Leadership, Teamwork, Mentoring"
12338274,ACCOUNTANT,11,"C++, Go, Oracle DB, Accounting, Auditing, Taxation, Tally, Financial Reporting, Photoshop, Illustrator, Video Editing"
14055988,ACCOUNTANT,8,"C++, Accounting, Compliance, Communication, Teamwork, Time Management, Presentation, Mentoring"
42546558,AVIATION,7,"C++, SAFe, Accounting, Leadership, Communication, Attention to Detail, CompTIA"
27330027,FINANCE,10,"C++, Statistics, Data Analysis, Forecasting, Financial Analysis, Accounting, Auditing, SAP, Financial Reporting, Valuation"
21156767,CONSULTANT,19,"Python, Java, JavaScript, C++, C, SQL, MySQL, SQL Server, Azure, Machine Learning, Random Forest, Data Analysis, Data Visualisation, Data Warehouse, Unit Testing, Integration Testing, QA, Agile, Mentoring"
29425788,FITNESS,8,"C++, Physiology, Communication, Mentoring, achievements professional certified, final step prior to awarding certification, health s educator curriculum certified, awarded by wellcoaches certified"
84356308,FINANCE,27,"C++, Forecasting, Risk Management, Budget Management, Resource Planning, Financial Analysis, Accounting, Auditing, Taxation, ERP, Financial Reporting, Valuation, Compliance, Leadership, Problem Solving, Negotiation, Presentation, Client Management, CPA, a division of naseba and certified, member of institute of certified, public accountants of pakistan certified, of saudi organization of certified, public accountants certified, member of association of certified, university of the punjab city certified, audit and finance institute of certified"
42156237,DIGITAL-MEDIA,15,"Python, JavaScript, C++, R, PHP, HTML, SQL, MySQL, Statistics, Data Analysis, ETL, Jira, Digital Marketing, CRM, Analytics"
30097175,ENGINEERING,16,"C++, C, MATLAB, HTML, SQL, Statistics, Anatomy, Physiology, First Aid, SEM, Teamwork, certifications first aid certified, blood borne pathogen certified, electric defibrillator certified, and cpr certified, computers skills basic c cpr certified"
37220856,ARTS,8,"C++, HTML, First Aid, Photoshop, Communication, Problem Solving, proficient substitute teaching certificate, two children first aid and cpr certified"
14449423,ACCOUNTANT,12,"C++, C, SQL, Oracle DB, QA, Accounting, Taxation, Compliance, Communication, Critical Thinking, Time Management, Attention to Detail"
70198580,AVIATION,5,"C++, Statistics, Leadership, Problem Solving, Negotiation"
94047639,CHEF,8,"C++, SAFe, Compliance, Leadership, Communication, Teamwork, Attention to Detail, Mentoring"
14589288,AVIATION,5,"C++, QA, SAP, Leadership, and rotor tracking systems certified"
23929500,SALES,6,"C++, Compliance, Medical Coding, Nursing, EMR/EHR, Communication"
26410763,ARTS,11,"Java, C++, C, Swift, Ruby, MATLAB, Linux, Unix, SAFe, Leadership, Multitasking"
38753827,INFORMATION-TECHNOLOGY,21,"C++, Data Warehouse, Network Security, Firewall, VPN, TCP/IP, Budget Management, Financial Reporting, Budget Forecasting, Compliance, Email Marketing, CRM, Leadership, Mentoring, Azure Certified, CCNA, CompTIA, management courses microsoft certified, engineer mcse microsoft certified, administrator mcsa cisco certified, network associate ccna citrix certified"
14470533,ACCOUNTANT,7,"C++, R, Accounting, Taxation, QuickBooks, Financial Reporting, CPA"
72807293,APPAREL,8,"C++, QA, Compliance, Teamwork, Time Management, Adaptability, Mentoring, business school boston ma certified"
15119529,CONSULTANT,6,"C++, C, Accounting, Sales Strategy, Communication, CompTIA"
28629430,ARTS,18,"JavaScript, C++, HTML, MySQL, Data Analysis, Spark, Data Warehouse, Radiology, Photoshop, Illustrator, InDesign, Photography, Typography, Brand Design, Teamwork, Problem Solving, Creativity, Mentoring"
13888506,BUSINESS-DEVELOPMENT,12,"C++, C, Data Analysis, Accounting, Photoshop, Illustrator, Social Media, CRM, Sales Strategy, Leadership, Presentation, awarded product development certification"
17545780,HEALTHCARE,12,"C++, Neural Networks, QA, Budget Management, Accounting, Patient Care, Surgery, Leadership, Communication, Teamwork, Problem Solving, Creativity"
26834746,ENGINEERING,10,"C++, QA, SAFe, Budget Management, Compliance, Leadership, Communication, CompTIA, quality assurance inspector certified, systems education professional certified"
78149576,DESIGNER,4,"C++, Spring, Creativity, working towards floral design certificate"
26013403,FINANCE,13,"C++, SQL, Accounting, Financial Reporting, Compliance, Content Marketing, Leadership, Cross-functional, CompTIA, level certifications certified, trading floor broker certificate, computer information systems certificate, dvc spanish foreign language certificate"
17131084,BANKING,8,"C++, Budget Management, Accounting, Financial Reporting, Investment Banking, Valuation, Leadership, Presentation"
57601040,CONSULTANT,7,"C++, Risk Management, Auditing, Compliance, Sales Strategy, Leadership, Mentoring"
36019469,ARTS,14,"C++, Data Analysis, Budget Management, Brand Design, Social Media, Leadership, Communication, Presentation, Mentoring, CompTIA, cum laude elementary education certificate, secondary spanish education certificate, structured english immersion certificate, middle school language arts certificate"
27213082,BUSINESS-DEVELOPMENT,16,"C++, Forecasting, Reinforcement Learning, Network Security, Six Sigma, Risk Management, Budget Management, 3D Modelling, Sales Strategy, Market Research, Leadership, Communication, CompTIA, award process improvement gold certification, pratt whitney private pilot certificate, ongoing certifications certified"
18937778,BUSINESS-DEVELOPMENT,7,"C++, Go, Forecasting, Sales Strategy, Communication, Presentation, Cross-functional"
95350373,CONSULTANT,9,"C++, Patient Care, Surgery, First Aid, Negotiation, Mentoring, CompTIA, psychology cpr instructor certification, department with cpr re certification"
14256329,HR,6,"C++, Resource Planning, Leadership, Communication, Presentation, CompTIA"
23302948,CONSULTANT,6,"C++, C, Fortran, Unix, Cypress, Leadership"
21238396,FITNESS,5,"C++, Spring, SAFe, Time Management, Multitasking"
19437318,BANKING,5,"C++, SAFe, Compliance, Communication, CompTIA"
23628651,TEACHER,8,"C++, Photoshop, Illustrator, Leadership, Communication, Problem Solving, Presentation, Client Management"
38291889,ADVOCATE,8,"C++, Network Security, Resource Planning, Leadership, Communication, Presentation, Mentoring, CompTIA"
28762662,ENGINEERING,16,"JavaScript, C++, C, Go, HTML, CSS, REST API, Jenkins, Unit Testing, Scrum, UI/UX Design, Video Editing, Communication, Teamwork, Mentoring, principal engineer years certified"
33750209,HEALTHCARE,9,"C++, Six Sigma, Risk Management, EMR/EHR, Creativity, CompTIA, customer experience education certification, and strategy institute llc certification, hipaa certified"
22925443,ACCOUNTANT,10,"C++, R, Statistics, Budget Management, Resource Planning, Accounting, Taxation, Communication, Problem Solving, Critical Thinking"
99714410,CONSULTANT,9,"TypeScript, C++, Data Analysis, Kanban, Accounting, ERP, Leadership, Problem Solving, Mentoring"
89197180,BUSINESS-DEVELOPMENT,9,"C++, Forecasting, Accounting, QuickBooks, Sales Strategy, Product Marketing, Negotiation, accounting city state mexico certificate, order data entry city state certificate"
10751444,DESIGNER,13,"Python, C++, C, MATLAB, Fortran, Spring, Linux, Statistics, Data Analysis, 3D Modelling, Teamwork, Problem Solving, the professional development certificate"
15210069,AUTOMOBILE,6,"C++, Network Security, Sales Strategy, Communication, Teamwork, CompTIA"
38946032,CONSTRUCTION,10,"C++, SQL, QA, Accounting, SAP, Leadership, Communication, Teamwork, Attention to Detail, accounting methods awarded a certificate"
18932512,AUTOMOBILE,2,"C++, SAFe"
13565152,HEALTHCARE,19,"C++, R, Forecasting, QA, Compliance, Patient Care, Medical Coding, Nursing, Healthcare Management, CRM, Sales Strategy, Market Research, Leadership, Communication, Problem Solving, Critical Thinking, Negotiation, Client Management, CompTIA"
81677620,FINANCE,12,"C++, C, Oracle DB, Forecasting, Accounting, Auditing, Taxation, Tally, SAP, Financial Reporting, Compliance, Negotiation"
17624934,HEALTHCARE,11,"C++, C, Patient Care, Nursing, Healthcare Management, Leadership, Communication, Teamwork, Presentation, of it s kind to receive jcaho certification, healthcare management certification"
25608963,ENGINEERING,9,"C++, C, R, ERP, Compliance, Leadership, Communication, Teamwork, time efficiency completed certified"
17818707,BANKING,9,"C++, Financial Analysis, Compliance, Patient Care, Nursing, Photoshop, Sales Strategy, Communication, Negotiation"
32959732,INFORMATION-TECHNOLOGY,20,"C++, SQL, SQL Server, AWS, Azure, Linux, Forecasting, Scrum, Budget Management, Resource Planning, Accounting, SAP, ERP, CRM, Sales Strategy, Leadership, Communication, Teamwork, Cross-functional, CompTIA"
26530696,SALES,7,"C++, R, SQL, Communication, Teamwork, Problem Solving, Attention to Detail"
14825300,BUSINESS-DEVELOPMENT,11,"C++, C, Accounting, CRM, Sales Strategy, Leadership, Presentation, Mentoring, team in growing it technical certification, relationships for it technical certification, sold k education master s certificate"
23190306,APPAREL,5,"C++, Go, Leadership, Presentation, Mentoring"
25258040,CONSULTANT,4,"C++, Compliance, Leadership, Communication"
88859947,CONSTRUCTION,19,"C++, QA, VPN, PMP, SAFe, Budget Management, Compliance, First Aid, Communication, Mentoring, Cross-functional, Azure Certified, CompTIA, currently pursuing cisco certification, and pmp certification, technologies microsoft certified, connector weatherproofing certificate, osha hour certification, managing meetings microsoft certified"
26456474,ADVOCATE,10,"C++, Patient Care, Nursing, Surgery, First Aid, Time Management, testing dressing changes cpr certified, signs glucose testing cpr certified, nursing phlebotomy technician certificate, timely manner skills cna cpr certified"
23354541,FINANCE,4,"C++, Accounting, Compliance, Problem Solving"
20544228,ADVOCATE,6,"C++, Sales Strategy, Leadership, Communication, national pharmacy technician certification, ptcb present certification"
28628090,ENGINEERING,18,"C++, R, COBOL, Fortran, Statistics, QA, SAFe, Six Sigma, Budget Management, Compliance, Sales Strategy, Market Research, Leadership, Communication, Problem Solving, Mentoring, Cross-functional, iso findings prior to certificate"
11722421,DESIGNER,3,"C++, Photoshop, Illustrator"
14900898,CONSTRUCTION,8,"C++, AWS, SAFe, Budget Management, Leadership, Communication, the company highlights msha certified, osha certified twic certified"
29456173,ACCOUNTANT,9,"C++, Financial Analysis, Accounting, SAP, Financial Reporting, Compliance, Problem Solving, Time Management, CPA"
22593054,ARTS,5,"C++, Leadership, Teamwork, Problem Solving, Creativity"
66683238,TEACHER,7,"C++, Go, Leadership, Communication, Teamwork, studies english texas teaching certification, esl certified"
10041713,CONSTRUCTION,7,"C++, C, SQL, Communication, Negotiation, CompTIA, energy management professional certified"
15717923,FINANCE,6,"C++, Auditing, Tally, SAP, ERP, Communication"
75744306,HEALTHCARE,3,"C++, Communication, Time Management"
75329822,PUBLIC-RELATIONS,6,"C++, Brand Design, Social Media, Market Research, Leadership, Cross-functional"
15293959,FITNESS,13,"C++, Statistics, First Aid, Photoshop, Communication, Teamwork, certified master personal trainer professional, and skill levels a nationally certified, a team environment experience certified, new business fitness director certified, of clients fitness director certified, professional affiliations certified, trainers association nesta certified"
99806115,APPAREL,7,"C++, QA, SAFe, Compliance, Leadership, Mentoring, CompTIA"
12191094,PUBLIC-RELATIONS,9,"C++, ERP, Compliance, Nursing, Social Media, Sales Strategy, Communication, Presentation, CompTIA"
87968870,HR,3,"C++, Resource Planning, Compliance"
25588694,TEACHER,8,"C++, Spring, Photography, highlights professional certification, level spanish permanent certification, of arts spanish and secondary certification, new york college city spanish certification, certifications permanent certification"
18885767,ARTS,5,"C++, Photoshop, Video Editing, Photography, Leadership"
21794875,ACCOUNTANT,7,"C++, C, Accounting, QuickBooks, Financial Reporting, Leadership, CPA"
90280583,ENGINEERING,14,"C++, Data Analysis, Forecasting, Jira, Confluence, PMP, Resource Planning, ERP, Compliance, 3D Modelling, Leadership, Mentoring, CompTIA, list professional affiliations certified"
18334783,HR,7,"C++, Spring, QA, Sales Strategy, Leadership, Communication, Teamwork"
25706337,DIGITAL-MEDIA,9,"C++, Oracle DB, Accounting, Photography, Digital Marketing, SEO, Social Media, Email Marketing, Cross-functional"
25101183,FINANCE,21,"C++, Forecasting, QA, Agile, Waterfall, PMP, Six Sigma, ITIL, PMO, Stakeholder Management, Resource Planning, Financial Analysis, Accounting, Compliance, Leadership, Communication, PMP Certified, Six Sigma Certified, management professional pmp certified, professional itil v basis certified, certified financial planner cfp skills budget"
26291616,CONSULTANT,23,"C++, SQL, MySQL, SQL Server, AWS, Linux, TCP/IP, Accounting, Leadership, AWS Certified, Azure Certified, CompTIA, education and training aws certified, city state february microsoft certified, professional microsoft certified, chicago illinois imanage certified, business certifications aws certified, associate level microsoft certified, professional mcp microsoft certified, administrator mcsa citrix certified, administrator cca certified, planning citrix cca citrix certified, director access microsoft certified"
66741193,FINANCE,14,"C++, R, Oracle DB, Statistics, Forecasting, Budget Management, Financial Analysis, Accounting, SAP, Financial Reporting, Leadership, Cross-functional, CPA, university city state usa certified"
28005884,ENGINEERING,4,"C++, Compliance, 3D Modelling, plat of surveys and corner certificate"
12763627,INFORMATION-TECHNOLOGY,20,"JavaScript, C++, C, R, HTML, CSS, jQuery, Bootstrap, ASP.NET, SQL, MySQL, Oracle DB, SQL Server, GitHub, Jira, SAFe, SAP, UI/UX Design, Communication, CompTIA"
25926667,ARTS,12,"C++, Spring, Accounting, SAP, Compliance, Medical Coding, Leadership, Communication, Teamwork, Problem Solving, Adaptability, CompTIA"
29319314,FITNESS,7,"C++, CRM, Communication, Adaptability, Attention to Detail, Mentoring, initial educator elementary certification"
98509238,SALES,13,"C++, Agile, Compliance, CRM, Leadership, Communication, Presentation, CompTIA, owner for product upgrade certified, highly effective people leed certified, territory goals became leed certified, employees at the time with the certification, year piedmont natural gas leed certified"
75435017,ADVOCATE,9,"C++, SAFe, Auditing, Patient Care, Nursing, Surgery, First Aid, Critical Thinking, Adaptability"
11187796,ARTS,4,"C++, R, Communication, inventory osha hour hazwoper certification"
27485716,INFORMATION-TECHNOLOGY,15,"C++, Forecasting, ITIL, Budget Management, Resource Planning, ERP, Budget Forecasting, Compliance, Sales Strategy, Leadership, Adaptability, Azure Certified, CompTIA, foundation course microsoft certified, materials access microsoft certified"
24799301,ACCOUNTANT,4,"C++, Accounting, CPA, CompTIA"
38314236,ENGINEERING,6,"C++, MATLAB, QA, 3D Modelling, Leadership, accuseal facility iso and as certification"
21867728,ARTS,16,"C++, Oracle DB, Test Automation, QA, Budget Management, Accounting, Auditing, Digital Marketing, Email Marketing, CRM, Analytics, Communication, Teamwork, Problem Solving, Cross-functional, modern marketing luminary certification"
16426777,FINANCE,9,"C++, Forecasting, Six Sigma, Budget Management, SAP, Financial Reporting, Compliance, Leadership, Teamwork"
26924514,DESIGNER,11,"C++, VBA, SAFe, Budget Management, Compliance, Leadership, Communication, Presentation, Mentoring, facilitated trained and certified, staff facilitated food handler certification"
25923361,ARTS,2,"C++, Mentoring"
15727656,ADVOCATE,5,"C++, SAFe, Communication, Teamwork, Presentation"
10873344,PUBLIC-RELATIONS,8,"C++, Oracle DB, Photoshop, Social Media, CRM, Communication, Presentation, CompTIA"
35483925,BANKING,10,"C++, R, SQL, Oracle DB, Jira, SAP, Compliance, CRM, Lead Generation, Cross-functional"
24817041,ACCOUNTANT,3,"C++, C, Accounting"
20172393,HEALTHCARE,9,"C++, Data Analysis, QA, Compliance, Patient Care, Clinical Research, Presentation, university ypsilanti mi certified, research coordinator aes certified"
16353584,CONSTRUCTION,8,"C++, C, Budget Management, Compliance, Leadership, Teamwork, Problem Solving, Negotiation"
20321582,CHEF,9,"C++, SAFe, Compliance, Leadership, Teamwork, Problem Solving, CompTIA, and scheduling servsafe certification, certifications servesafe certified"
15592167,ACCOUNTANT,9,"C++, Accounting, Auditing, SAP, ERP, Financial Reporting, Leadership, Communication, CPA"
18753367,ENGINEERING,13,"C++, C, QA, Network Security, Six Sigma, Risk Management, Resource Planning, SAP, ERP, Compliance, Leadership, Communication, CompTIA"
32025286,CONSTRUCTION,6,"C++, Accounting, 3D Modelling, Communication, and concepts skills osha certified, norte high school city state certificate"
52979663,HR,7,"C++, Auditing, Leadership, Problem Solving, Negotiation, Cross-functional, CompTIA"
24444525,FITNESS,8,"C++, Statistics, SAFe, Anatomy, First Aid, Leadership, expert cpr and first aid certified, of human anatomy gymnast aed certification"
56025640,APPAREL,9,"C++, C, SAFe, Compliance, Teamwork, Problem Solving, Negotiation, Client Management, and quality checks fork truck certified"
15618327,AVIATION,17,"C++, SAFe, Six Sigma, Accounting, First Aid, Leadership, Communication, Six Sigma Certified, CompTIA, lean six sigma green belt certified, to afghanistan received certificate, priority expediter received certificate, matter expert received nd certificate, their assigned tasks education certificate, navy city state united states certification, navy city state united states certificate, city state united states certificate"
86322251,TEACHER,6,"C++, Leadership, Communication, Critical Thinking, Presentation, in student success i am also a certified"
53169257,ADVOCATE,4,"C++, C, Patient Care, Communication"
12059610,APPAREL,3,"C++, Communication, CompTIA"
78114950,CONSTRUCTION,8,"C++, SAFe, Budget Management, Communication, Teamwork, school obtained journeyman certification, license epa accreditation certified, open water diver padi certified"
62312955,DESIGNER,10,"C++, R, Vue.js, QA, Photoshop, Illustrator, InDesign, Photography, Problem Solving, education and training certificate"
15265464,ARTS,4,"C++, Leadership, Communication, psychology nj teacher certification"
20552814,SALES,6,"C++, SAFe, Accounting, Surgery, Communication, CompTIA"
11963737,ADVOCATE,10,"C++, SQL, Data Analysis, Accounting, EMR/EHR, Sales Strategy, Brand Management, Communication, Teamwork, Cross-functional"
34583750,DIGITAL-MEDIA,7,"C++, CRM, Sales Strategy, Leadership, Communication, Cross-functional, CompTIA"
